day,server_name,key,total_count,number_of_player,proportion
6,4,BlockBreak,15409,155,99.41290322580645
6,4,BlockPlace,13990,155,90.25806451612904
6,4,Chat,42,155,0.2709677419354839
6,4,Death,82,155,0.5290322580645161
6,4,Kicks,11,155,0.07096774193548387
6,4,KilledBy,46,155,0.2967741935483871
6,4,Logins,391,155,2.52258064516129
6,5,BlockBreak,13448,197,68.26395939086295
6,5,BlockPlace,13244,197,67.22842639593908
6,5,Chat,53,197,0.26903553299492383
6,5,Death,374,197,1.898477157360406
6,5,Kicks,20,197,0.10152284263959391
6,5,KilledBy,145,197,0.7360406091370558
6,5,Logins,353,197,1.7918781725888324
6,6,BlockBreak,52279,206,253.78155339805826
6,6,BlockPlace,28127,206,136.53883495145632
6,6,Chat,420,206,2.0388349514563107
6,6,CraftedItems,1135,206,5.509708737864078
6,6,Death,211,206,1.0242718446601942
6,6,Kicks,21,206,0.10194174757281553
6,6,KilledBy,54,206,0.2621359223300971
6,6,Logins,609,206,2.9563106796116503
6,7,BlockBreak,3883,69,56.27536231884058
6,7,BlockPlace,2307,69,33.43478260869565
6,7,Chat,8,69,0.11594202898550725
6,7,CraftedItems,82,69,1.1884057971014492
6,7,Death,6,69,0.08695652173913043
6,7,Kicks,3,69,0.043478260869565216
6,7,KilledBy,1,69,0.014492753623188406
6,7,Logins,114,69,1.6521739130434783
6,8,BlockBreak,51242,972,52.718106995884774
6,8,BlockPlace,18624,972,19.160493827160494
6,8,Chat,704,972,0.7242798353909465
6,8,CraftedItems,2094,972,2.154320987654321
6,8,Death,466,972,0.4794238683127572
6,8,Kicks,272,972,0.27983539094650206
6,8,KilledBy,320,972,0.3292181069958848
6,8,Logins,1709,972,1.758230452674897
6,9,BlockBreak,40966,226,181.26548672566372
6,9,BlockPlace,24332,226,107.66371681415929
6,9,Chat,318,226,1.407079646017699
6,9,CraftedItems,1345,226,5.951327433628318
6,9,Death,308,226,1.3628318584070795
6,9,Kicks,23,226,0.10176991150442478
6,9,KilledBy,155,226,0.6858407079646017
6,9,Logins,554,226,2.4513274336283186
6,10,BlockBreak,46323,186,249.0483870967742
6,10,BlockPlace,34147,186,183.58602150537635
6,10,Chat,92,186,0.4946236559139785
6,10,CraftedItems,1757,186,9.446236559139784
6,10,Death,247,186,1.3279569892473118
6,10,Kicks,29,186,0.15591397849462366
6,10,KilledBy,120,186,0.6451612903225806
6,10,Logins,373,186,2.0053763440860215
6,11,BlockBreak,28885,392,73.68622448979592
6,11,BlockPlace,22392,392,57.12244897959184
6,11,Chat,12,392,0.030612244897959183
6,11,CraftedItems,1275,392,3.252551020408163
6,11,Death,492,392,1.2551020408163265
6,11,Kicks,37,392,0.09438775510204081
6,11,KilledBy,247,392,0.6301020408163265
6,11,Logins,848,392,2.163265306122449
6,12,BlockBreak,136163,637,213.75667189952904
6,12,BlockPlace,44335,637,69.59968602825745
6,12,Chat,1066,637,1.6734693877551021
6,12,CraftedItems,1657,637,2.6012558869701725
6,12,Death,2692,637,4.226059654631083
6,12,Kicks,57,637,0.08948194662480377
6,12,KilledBy,2020,637,3.171114599686028
6,12,Logins,1555,637,2.4411302982731553
6,13,BlockBreak,159330,856,186.13317757009347
6,13,BlockPlace,77629,856,90.68808411214954
6,13,Chat,1362,856,1.591121495327103
6,13,CraftedItems,6669,856,7.79088785046729
6,13,Death,576,856,0.6728971962616822
6,13,Kicks,131,856,0.1530373831775701
6,13,KilledBy,188,856,0.21962616822429906
6,13,Logins,1893,856,2.211448598130841
6,14,BlockBreak,28946,182,159.04395604395606
6,14,BlockPlace,10552,182,57.97802197802198
6,14,Chat,157,182,0.8626373626373627
